MR,ML,SU,Microphone,Eye,ECG,PressureSensor
2.0859,-0.66707,1.0418,-0.00048006,0.001983,0.2376,
2.0738,-0.64565,1.0048,-0.00048065,0.0020055,0.23734,
2.0504,-0.63282,0.98036,-0.00048745,0.0020078,0.23705,
2.0187,-0.61975,0.97352,-0.00048828,0.0019772,0.2367,
1.9883,-0.60673,0.977,-0.00046396,0.001923,0.2363,
1.9615,-0.5988,0.97821,-0.00047708,0.001887,0.23592,
1.9324,-0.59042,0.97051,-0.00049651,0.0018572,0.2356,
1.8986,-0.57085,0.9571,-0.00049722,0.0018467,0.23539,
1.8638,-0.54138,0.94498,-0.00050449,0.001847,0.23523,
1.8308,-0.5132,0.93707,-0.0004797,0.0018624,0.23506,
1.798,-0.49052,0.9314,-0.00049019,0.0018781,0.23492,
1.7624,-0.4695,0.92464,-0.00052261,0.0018833,0.23479,
1.7239,-0.45277,0.9125,-0.00049424,0.0019152,0.23467,
1.685,-0.4495,0.89081,-0.00049686,0.0019418,0.23452,
1.6477,-0.45843,0.86222,-0.00050449,0.0019414,0.23435,
1.6107,-0.4639,0.83759,-0.00048149,0.0019634,0.2342,
1.5701,-0.45261,0.82254,-0.00051212,0.001955,0.23406,
1.5242,-0.42505,0.80759,-0.00053513,0.0019331,0.23385,
1.4768,-0.38912,0.78044,-0.00050557,0.0019355,0.23363,
1.4309,-0.35188,0.74248,-0.0005188,0.001924,0.23344,
1.3837,-0.31821,0.70318,-0.00052881,0.001889,0.23328,
1.3323,-0.28957,0.66598,-0.00051033,0.0018613,0.23311,
1.2799,-0.26438,0.63163,-0.00053108,0.0018551,0.23296,
1.232,-0.24505,0.60738,-0.00052238,0.0018749,0.23285,
1.1878,-0.24097,0.59907,-0.00051665,0.0019075,0.23276,
1.1414,-0.25964,0.59895,-0.00052714,0.0018996,0.2327,
1.0894,-0.29834,0.59252,-0.00052953,0.001892,0.23265,
1.0326,-0.34715,0.57401,-0.00052893,0.001907,0.23257,
0.97252,-0.39577,0.54778,-0.00051618,0.001906,0.2325,
0.9114,-0.43686,0.51817,-0.0005157,0.0018977,0.23244,
0.85225,-0.46647,0.48403,-0.00051641,0.0019113,0.23236,
0.79593,-0.48159,0.44336,-0.00052202,0.0019375,0.23228,
0.73797,-0.47725,0.40063,-0.00051975,0.0019594,0.23221,
0.6736,-0.45032,0.36503,-0.00052714,0.0019689,0.23213,
0.606,-0.40819,0.33904,-0.00053191,0.0019313,0.23208,
0.54548,-0.36681,0.31454,-0.00052595,0.0019161,0.23205,
0.49885,-0.33079,0.28562,-0.00052178,0.0019343,0.23205,
0.46047,-0.27958,0.25811,-0.00052857,0.0019609,0.23204,
0.41528,-0.19072,0.23899,-0.00051427,0.0019699,0.23203,
0.35308,-0.079404,0.22352,-0.00051928,0.0019879,0.23203,
0.27998,0.0073928,0.20074,-0.00052404,0.0019962,0.23203,
0.21158,0.046933,0.16551,-0.00051546,0.0020086,0.23201,
0.15494,0.066987,0.12028,-0.00051153,0.0020043,0.23198,
0.1035,0.1009,0.073327,-0.00051725,0.001989,0.23197,
0.049934,0.14341,0.038378,-0.00052106,0.0019834,0.23196,
-0.0050382,0.17384,0.023615,-0.00052035,0.0019673,0.23194,
-0.058523,0.19629,0.016377,-0.00051343,0.0019194,0.23189,
-0.11127,0.22573,-0.0088428,-0.00053477,0.0018731,0.23184,
-0.16461,0.25464,-0.061512,-0.00053751,0.0018412,0.2318,
-0.21785,0.26531,-0.12423,-0.0005163,0.0018226,0.23177,
-0.2712,0.26077,-0.17368,-0.00052297,0.0018159,0.23177,
-0.32643,0.25658,-0.20216,-0.0005188,0.0018163,0.23176,
-0.38284,0.25548,-0.21737,-0.00052428,0.0018578,0.23175,
-0.43672,0.25345,-0.23179,-0.00053406,0.0019268,0.23172,
-0.48606,0.25646,-0.25402,-0.00051796,0.0020081,0.23171,
-0.53217,0.26987,-0.28293,-0.00050354,0.0020505,0.23172,
-0.57652,0.28362,-0.31029,-0.0005089,0.0020423,0.23173,
-0.61965,0.28546,-0.33237,-0.00051916,0.0020283,0.23173,
-0.66226,0.27942,-0.35343,-0.00052202,0.0020117,0.23173,
-0.70475,0.27934,-0.37416,-0.00050533,0.0019784,0.23173,
-0.74721,0.29219,-0.3853,-0.00052094,0.0019143,0.23172,
-0.79095,0.31534,-0.38197,-0.00051224,0.001889,0.23169,
-0.83636,0.34227,-0.37793,-0.00050378,0.0019032,0.23167,
-0.87861,0.36458,-0.391,-0.00052011,0.0019209,0.23166,
-0.91192,0.37436,-0.41596,-0.00052392,0.0019381,0.23163,
-0.93976,0.37068,-0.43374,-0.00051534,0.0019268,0.2316,
-0.97241,0.36164,-0.45184,-0.00050914,0.0019009,0.23159,
-1.0122,0.35678,-0.50268,-0.00051284,0.0018851,0.23157,
-1.0498,0.35804,-0.5865,-0.00051033,0.001888,0.23153,
-1.0789,0.36058,-0.65412,-0.00051284,0.001864,0.23151,
-1.1029,0.36365,-0.67287,-0.00051165,0.0018607,0.23149,
-1.1269,0.37554,-0.6723,-0.00051105,0.0018967,0.23148,
-1.1507,0.40112,-0.69485,-0.00051916,0.0019481,0.23147,
-1.1742,0.42727,-0.73618,-0.00051665,0.0019528,0.23146,
-1.2005,0.4308,-0.76572,-0.00050902,0.0019211,0.23144,
-1.2289,0.40369,-0.77505,-0.00050807,0.0019077,0.23142,
-1.2548,0.36555,-0.77434,-0.00050557,0.0019026,0.23142,
-1.2779,0.34692,-0.76334,-0.00051045,0.0019096,0.23143,
-1.3018,0.35973,-0.73493,-0.00049698,0.001925,0.23141,
-1.326,0.38756,-0.69741,-0.00049782,0.0019186,0.23139,
-1.3465,0.40769,-0.67176,-0.00049436,0.0019305,0.23136,
-1.3656,0.41683,-0.66742,-0.00048888,0.0019379,0.23135,
-1.389,0.42732,-0.67072,-0.00049007,0.001947,0.23136,
-1.4146,0.44362,-0.65866,-0.00049365,0.0019444,0.23138,
-1.433,0.45507,-0.62419,-0.00049365,0.0018967,0.23138,
-1.4403,0.45158,-0.59025,-0.00048661,0.0018618,0.23137,
-1.4434,0.43632,-0.59442,-0.00048244,0.0018443,0.23137,
-1.4506,0.41943,-0.65114,-0.00048089,0.0018392,0.23136,
-1.4611,0.40537,-0.73228,-0.00048316,0.0018439,0.23136,
-1.4677,0.39025,-0.79276,-0.00048447,0.0018252,0.23136,
-1.4673,0.36817,-0.80972,-0.00048208,0.0018536,0.23137,
-1.4631,0.33887,-0.78933,-0.00047672,0.0019323,0.23136,
-1.4574,0.31045,-0.7482,-0.00047851,0.0019959,0.23135,
-1.447,0.29159,-0.70375,-0.00047708,0.0020325,0.23134,
-1.4303,0.27792,-0.67301,-0.00047886,0.0020123,0.23132,
-1.4125,0.25471,-0.66175,-0.00048065,0.0019927,0.23132,
-1.3999,0.22132,-0.65765,-0.00046158,0.0019822,0.23132,
-1.3917,0.20129,-0.6474,-0.00046563,0.0019941,0.23131,
-1.3813,0.21344,-0.63879,-0.0004636,0.0020074,0.23128,
-1.3651,0.24336,-0.6539,-0.00045526,0.0019981,0.23125,
-1.3461,0.26094,-0.69893,-0.00045311,0.0019686,0.23124,
-1.3282,0.25854,-0.74983,-0.00044656,0.0019584,0.23125,
-1.3131,0.25628,-0.77217,-0.00044608,0.001953,0.23125,
-1.3019,0.27519,-0.75232,-0.0004468,0.001949,0.23124,
-1.2953,0.31567,-0.70744,-0.00043416,0.0019566,0.23124,
-1.2889,0.35773,-0.66765,-0.00043511,0.0019379,0.23123,
-1.2744,0.37719,-0.64916,-0.00042987,0.0019116,0.23123,
-1.2494,0.36707,-0.64467,-0.00042617,0.0019019,0.2312,
-1.2219,0.34417,-0.64007,-0.00042737,0.001931,0.23118,
-1.2004,0.33035,-0.6341,-0.00041664,0.0019602,0.23115,
-1.182,0.3303,-0.63402,-0.00039506,0.0019677,0.23113,
-1.1558,0.33285,-0.63795,-0.00040305,0.0019571,0.23114,
-1.1194,0.32941,-0.6346,-0.00041032,0.0019656,0.23115,
-1.0836,0.32224,-0.61843,-0.00039589,0.0019877,0.23113,
-1.0584,0.3155,-0.5949,-0.00039065,0.0020015,0.2311,
-1.0394,0.30665,-0.57239,-0.00038517,0.0019947,0.23109,
-1.0159,0.29226,-0.55556,-0.00038862,0.0019718,0.23108,
-0.98658,0.27715,-0.54331,-0.0003835,0.0019344,0.23109,
-0.95711,0.26912,-0.52876,-0.00038278,0.0018941,0.23112,
-0.92892,0.26671,-0.50641,-0.0003736,0.0018842,0.23112,
-0.89911,0.26045,-0.48054,-0.00036609,0.0018898,0.23111,
-0.86747,0.24503,-0.45855,-0.00035441,0.0019035,0.23109,
-0.8345,0.22242,-0.43795,-0.00035691,0.0019212,0.23106,
-0.79768,0.196,-0.41515,-0.00034821,0.0019341,0.23103,
-0.75772,0.16981,-0.40634,-0.00033402,0.0019487,0.23099,
-0.72181,0.1506,-0.43763,-0.00034046,0.0019644,0.23098,
-0.69383,0.14212,-0.5044,-0.00033951,0.001954,0.23099,
-0.66735,0.13896,-0.55785,-0.00033462,0.0018862,0.23101,
-0.63323,0.13293,-0.54666,-0.00033176,0.0018444,0.23102,
-0.58895,0.12375,-0.46382,-0.00032878,0.0018409,0.23101,
-0.53841,0.1175,-0.3415,-0.00031734,0.001828,0.23102,
-0.48798,0.11622,-0.2112,-0.00030744,0.0018195,0.23104,
-0.4435,0.11433,-0.089644,-0.0003016,0.0018278,0.23104,
-0.40599,0.10597,0.0022525,-0.00030398,0.0018481,0.23104,
-0.37024,0.093737,0.040094,-0.00030255,0.0018826,0.23106,
-0.33105,0.086529,0.028751,-0.00028956,0.0019064,0.23106,
-0.28931,0.085993,0.0060033,-0.00029278,0.0019149,0.23108,
-0.24903,0.079995,-0.0052579,-0.00028849,0.0019259,0.23108,
-0.21196,0.058458,-0.021771,-0.00027847,0.0019155,0.23107,
-0.17804,0.030713,-0.057387,-0.00027907,0.0019054,0.23107,
-0.14689,0.013136,-0.088571,-0.00027442,0.0018865,0.23106,
-0.11544,0.0029081,-0.091195,-0.00027347,0.0018574,0.23106,
-0.0787,-0.017991,-0.082364,-0.00027168,0.0018246,0.23103,
-0.035723,-0.052326,-0.093236,-0.00026453,0.0018315,0.23102,
0.0088866,-0.08006,-0.12448,-0.00026178,0.001869,0.23103,
0.050597,-0.085854,-0.15923,-0.00026178,0.0019038,0.23102,
0.088233,-0.077823,-0.19611,-0.0002569,0.0019054,0.23098,
0.12197,-0.072638,-0.23457,-0.00024986,0.0019045,0.23097,
0.15239,-0.075948,-0.24541,-0.00024641,0.0018967,0.23097,
0.18162,-0.084288,-0.19428,-0.00024104,0.0018919,0.23098,
0.21242,-0.093292,-0.088257,-0.00023413,0.0018721,0.23097,
0.24578,-0.096206,0.031688,-0.0002296,0.0018634,0.23098,
0.28004,-0.086532,0.13723,-0.00023508,0.0018574,0.23101,
0.313,-0.070138,0.22322,-0.00023687,0.0018687,0.23101,
0.34481,-0.062751,0.28507,-0.00022697,0.001907,0.23099,
0.37751,-0.069162,0.32145,-0.00023186,0.0019435,0.23099,
0.41066,-0.078647,0.35006,-0.00023293,0.0019481,0.23098,
0.43995,-0.086279,0.38571,-0.00022483,0.0019265,0.23094,
0.46241,-0.10217,0.40953,-0.00021291,0.0018915,0.23092,
0.48085,-0.13101,0.39065,-0.00022459,0.0018787,0.23093,
0.50045,-0.15739,0.3341,-0.00022459,0.001884,0.23093,
0.52186,-0.16472,0.28222,-0.00020516,0.0018877,0.23093,
0.54116,-0.16098,0.2688,-0.00020468,0.0018853,0.23091,
0.55728,-0.17146,0.28795,-0.00020814,0.0018817,0.2309,
0.57584,-0.20602,0.30909,-0.0002017,0.0018842,0.23088,
0.60177,-0.24456,0.31363,-0.00020075,0.0018878,0.23089,
0.62998,-0.2592,0.31059,-0.00020492,0.0019151,0.23092,
0.64995,-0.2448,0.31533,-0.00020599,0.0019088,0.23093,
0.66003,-0.22199,0.3234,-0.0002079,0.0018845,0.23092,
0.66941,-0.21204,0.32037,-0.00019848,0.0018724,0.23091,
0.68398,-0.21521,0.31095,-0.00020289,0.0018691,0.23087,
0.69997,-0.21724,0.31427,-0.00019932,0.001852,0.23085,
0.71475,-0.21145,0.33105,-0.00020146,0.0018287,0.23087,
0.733,-0.20587,0.34054,-0.00019979,0.0018129,0.23091,
0.75623,-0.2091,0.3342,-0.00018823,0.0018189,0.23091,
0.77636,-0.21869,0.33078,-0.00018442,0.001856,0.23092,
0.78627,-0.22655,0.35237,-0.00018251,0.0018773,0.23094,
0.78959,-0.22909,0.40015,-0.00019348,0.0018731,0.23094,
0.79448,-0.22784,0.4563,-0.00019288,0.0018666,0.23096,
0.80346,-0.22506,0.4991,-0.0001924,0.0018725,0.23095,
0.81424,-0.22397,0.51465,-0.00018525,0.001892,0.23094,
0.82605,-0.23003,0.50153,-0.00018907,0.0018989,0.23092,
0.83964,-0.24566,0.46786,-0.00020468,0.0018958,0.23091,
0.85324,-0.26357,0.4261,-0.00019777,0.0018678,0.23089,
0.86363,-0.27096,0.39151,-0.00019777,0.0018543,0.2309,
0.8715,-0.26181,0.37796,-0.00019991,0.0018439,0.23089,
0.88234,-0.24148,0.38721,-0.00019825,0.0018384,0.23087,
0.89906,-0.21986,0.40698,-0.00020063,0.0018396,0.23086,
0.91563,-0.20417,0.42562,-0.00020528,0.0018438,0.23086,
0.9227,-0.19681,0.4413,-0.00019288,0.0018564,0.23085,
0.92015,-0.19592,0.453,-0.00018919,0.0018646,0.23082,
0.91725,-0.19723,0.45782,-0.00020242,0.0018666,0.2308,
0.91969,-0.19629,0.46804,-0.00020099,0.0018691,0.23077,
0.92406,-0.19094,0.51088,-0.00020242,0.0018753,0.23074,
0.92622,-0.18414,0.59018,-0.00020313,0.0018747,0.23073,
0.92675,-0.18206,0.66302,-0.0002023,0.0018655,0.23075,
0.92667,-0.18548,0.68116,-0.00019825,0.0018581,0.23078,
0.92504,-0.1879,0.64665,-0.00020564,0.0018499,0.23079,
0.92213,-0.18672,0.60335,-0.00020611,0.0018431,0.23081,
0.91989,-0.18821,0.58376,-0.00020432,0.0018407,0.23079,
0.91845,-0.19647,0.58552,-0.0001992,0.0018413,0.23074,
0.91573,-0.20694,0.58792,-0.00020182,0.0018451,0.23071,
0.9101,-0.21527,0.5716,-0.00020075,0.0018433,0.2307,
0.90045,-0.22271,0.53066,-0.00019765,0.0018679,0.23069,
0.8854,-0.22947,0.47738,-0.00020194,0.0018926,0.23068,
0.86572,-0.23194,0.42898,-0.00020039,0.0018989,0.23068,
0.84522,-0.22878,0.38969,-0.00020802,0.0018748,0.2307,
0.82589,-0.22236,0.35576,-0.00021732,0.0018383,0.23073,
0.80607,-0.21404,0.33279,-0.00021958,0.001812,0.23074,
0.78612,-0.2037,0.3347,-0.00022066,0.0018091,0.23072,
0.76932,-0.19166,0.36752,-0.00021994,0.0018097,0.23071,
0.75427,-0.17761,0.42217,-0.0002166,0.0017918,0.23065,
0.73558,-0.16177,0.47997,-0.00021398,0.0017784,0.23063,
0.71502,-0.14942,0.52054,-0.00022709,0.001773,0.23069,
0.70093,-0.14772,0.52817,-0.00022221,0.0017819,0.23073,
0.69412,-0.15577,0.49806,-0.00021958,0.0017821,0.23072,
0.6858,-0.16514,0.44352,-0.00021744,0.001774,0.23067,
0.6715,-0.17191,0.39877,-0.00021863,0.0017626,0.23063,
0.65541,-0.17937,0.40081,-0.00021315,0.0017722,0.23062,
0.63985,-0.18597,0.45195,-0.00022113,0.0017915,0.23062,
0.62105,-0.18183,0.50796,-0.00022674,0.0017946,0.23062,
0.59674,-0.16424,0.51965,-0.00022304,0.0018039,0.23063,
0.56951,-0.146,0.47836,-0.00022566,0.0018334,0.23067,
0.54154,-0.13822,0.40811,-0.0002228,0.0018411,0.23066,
0.51188,-0.13494,0.33009,-0.00022852,0.001816,0.23064,
0.47953,-0.12653,0.25416,-0.00023556,0.0017897,0.23062,
0.44531,-0.11736,0.1897,-0.00022781,0.0017749,0.2306,
0.41104,-0.11571,0.13971,-0.00022542,0.0017517,0.23058,
0.37948,-0.11596,0.08824,-0.00022769,0.001737,0.2306,
0.35327,-0.10746,0.015355,-0.00023115,0.001722,0.23061,
0.33149,-0.093901,-0.068,-0.00023341,0.0017225,0.23061,
0.3097,-0.087213,-0.11316,-0.0002346,0.0017319,0.23062,
0.28558,-0.087317,-0.078761,-0.00023568,0.0017476,0.23062,
0.2613,-0.083833,0.018462,-0.00023949,0.001776,0.23059,
0.23847,-0.075191,0.11666,-0.00023675,0.0017942,0.23058,
0.21518,-0.069678,0.17585,-0.0002445,0.0017943,0.23056,
0.19107,-0.067995,0.20955,-0.00024486,0.0017993,0.23054,
0.17019,-0.060981,0.24499,-0.00024784,0.0018044,0.23053,
0.15442,-0.046039,0.28222,-0.00024283,0.0017974,0.23052,
0.13866,-0.031218,0.30412,-0.00025225,0.0018094,0.23052,
0.11783,-0.022012,0.29614,-0.00025129,0.0018177,0.23049,
0.093946,-0.016895,0.24014,-0.00024068,0.001827,0.23047,
0.071277,-0.015309,0.12144,-0.00024807,0.0018198,0.23048,
0.048549,-0.018228,-0.031113,-0.00025749,0.0018034,0.2305,
0.021675,-0.021382,-0.13799,-0.00025415,0.0017879,0.23049,
-0.0092376,-0.017567,-0.14096,-0.00025427,0.0017819,0.23049,
-0.0406,-0.0057247,-0.075261,-0.00025356,0.0017966,0.2305,
-0.06968,0.0081116,-0.03764,-0.00025439,0.0018035,0.23051,
-0.094216,0.017189,-0.085208,-0.0002569,0.0018076,0.23052,
-0.11181,0.01797,-0.19058,-0.00026155,0.0018151,0.23053,
-0.12407,0.01196,-0.2858,-0.00026727,0.0018011,0.23053,
-0.13773,0.0065778,-0.32158,-0.00027025,0.0017695,0.23053,
-0.15737,0.0094192,-0.29342,-0.00027442,0.001757,0.23052,
-0.17959,0.020571,-0.2372,-0.00027466,0.001771,0.23051,
-0.19811,0.03527,-0.19717,-0.0002681,0.0017891,0.23052,
-0.21177,0.051226,-0.18481,-0.00027418,0.001802,0.23054,
-0.22361,0.066989,-0.17368,-0.00027096,0.0018065,0.23055,
-0.23588,0.078573,-0.13779,-0.00027823,0.0018216,0.23053,
-0.25036,0.085272,-0.086619,-0.00028443,0.0018499,0.23049,
-0.2697,0.0926,-0.058609,-0.00027585,0.0018566,0.23046,
-0.29299,0.10261,-0.082815,-0.00027609,0.0018344,0.23044,
-0.31374,0.10864,-0.14715,-0.00027013,0.0018094,0.23044,
-0.32737,0.10648,-0.20659,-0.00028181,0.0018005,0.23046,
-0.33719,0.10329,-0.22649,-0.00027347,0.001786,0.23046,
-0.3491,0.10812,-0.21428,-0.00028479,0.0017883,0.23046,
-0.3642,0.11918,-0.20345,-0.00029278,0.0017916,0.23047,
-0.38045,0.12768,-0.21459,-0.00027883,0.0017987,0.23047,
-0.39741,0.13149,-0.24276,-0.00028455,0.0018145,0.23043,
-0.41475,0.13716,-0.27434,-0.00028157,0.0018172,0.23039,
-0.42926,0.14668,-0.29781,-0.000278,0.0017966,0.23039,
-0.43881,0.15007,-0.3017,-0.0002861,0.0017872,0.23042,
-0.44643,0.13969,-0.28319,-0.00028384,0.00178,0.23044,
-0.45534,0.12642,-0.26031,-0.00027215,0.0017642,0.23045,
-0.46279,0.12805,-0.25788,-0.00028443,0.0017686,0.23042,
-0.46452,0.14335,-0.27924,-0.00028682,0.001776,0.23041,
-0.46338,0.15441,-0.30669,-0.00028932,0.0017855,0.23041,
-0.46808,0.15434,-0.32783,-0.00028777,0.0017835,0.23039,
-0.48291,0.15392,-0.34489,-0.00028276,0.001773,0.23041,
-0.50232,0.15906,-0.35876,-0.00027978,0.0017757,0.23038,
-0.51772,0.16152,-0.36272,-0.00028527,0.001792,0.23034,
-0.52813,0.157,-0.35676,-0.00028527,0.0017948,0.23032,
-0.54022,0.15474,-0.35273,-0.00028682,0.0017885,0.23033,
-0.55792,0.16226,-0.35631,-0.00027847,0.0018065,0.23036,
-0.57717,0.17314,-0.3546,-0.00028217,0.0018446,0.23038,
-0.5919,0.17529,-0.33268,-0.00028837,0.0018673,0.2304,
-0.59987,0.16398,-0.2962,-0.00029111,0.0018663,0.23041,
-0.60135,0.14479,-0.26609,-0.00028193,0.0018725,0.23041,
-0.59828,0.12888,-0.2545,-0.0002774,0.0018824,0.23038,
-0.59594,0.12519,-0.25661,-0.00028336,0.0018803,0.23036,
-0.59926,0.13305,-0.26228,-0.00028861,0.0018708,0.23036,
-0.60579,0.14282,-0.26481,-0.00029695,0.0018512,0.23036,
-0.60764,0.14595,-0.2613,-0.0002805,0.0018286,0.23036,
-0.60134,0.14286,-0.25556,-0.00028086,0.0018203,0.23037,
-0.59113,0.13987,-0.25854,-0.00028861,0.0018306,0.23036,
-0.58187,0.14109,-0.27592,-0.00028753,0.0018238,0.23036,
-0.57433,0.14551,-0.29678,-0.00028837,0.0018022,0.23037,
-0.56888,0.14961,-0.30518,-0.00029194,0.0017763,0.23033,
-0.56734,0.15058,-0.30225,-0.00029063,0.0017719,0.23028,
-0.56741,0.14826,-0.30408,-0.00028682,0.0017803,0.23028,
-0.56171,0.14408,-0.31606,-0.00028968,0.0017798,0.23027,
-0.54763,0.13702,-0.32346,-0.00028443,0.0017737,0.23026,
-0.53331,0.12428,-0.31277,-0.00027919,0.0017555,0.23025,
-0.52758,0.10895,-0.28963,-0.00028551,0.0017349,0.23021,
-0.52749,0.10031,-0.26919,-0.00027859,0.001727,0.23019,
-0.52291,0.10158,-0.25905,-0.00027585,0.0017247,0.23018,
-0.51178,0.10546,-0.25829,-0.00027347,0.0017307,0.23019,
-0.50273,0.10788,-0.26641,-0.0002681,0.0017318,0.2302,
-0.50127,0.1154,-0.2852,-0.00027573,0.0017372,0.23019,
-0.50252,0.13189,-0.30983,-0.00027192,0.0017391,0.23018,
-0.50096,0.14847,-0.32187,-0.00026608,0.0017653,0.23017,
-0.49824,0.15429,-0.3026,-0.00027144,0.0017743,0.23017,
-0.49543,0.1491,-0.2585,-0.00027227,0.0017899,0.23017,
-0.48709,0.14014,-0.21885,-0.00026155,0.0017923,0.23017,
-0.47075,0.13312,-0.19748,-0.00026131,0.0017866,0.23016,
-0.45393,0.12945,-0.17606,-0.00026822,0.0017483,0.23015,
-0.44313,0.12755,-0.13978,-0.00026083,0.0017486,0.23015,
-0.43367,0.1245,-0.10614,-0.00026095,0.0017577,0.23015,
-0.4187,0.11869,-0.097166,-0.0002687,0.0017575,0.23015,
-0.40085,0.11158,-0.10445,-0.00024629,0.0017803,0.23014,
-0.38661,0.10529,-0.10599,-0.00025678,0.0018051,0.23016,
-0.37628,0.09982,-0.10052,-0.00021946,0.0018063,0.23014,
-0.36673,0.095566,-0.10125,-0.00030589,0.0017873,0.23013,
-0.35809,0.095857,-0.10829,-0.00016916,0.0017494,0.23013,
-0.35081,0.10261,-0.10927,-0.00026822,0.0017269,0.23016,
-0.341,0.11188,-0.10044,-0.00025499,0.0017543,0.23016,
-0.32521,0.11785,-0.090006,-0.00020671,0.00177,0.23013,
-0.30685,0.11693,-0.084106,-0.00028753,0.0017871,0.23013,
-0.29136,0.10556,-0.08152,-0.00027311,0.0018232,0.23014,
-0.2779,0.082812,-0.079917,-0.00024843,0.0018439,0.23013,
-0.2625,0.056955,-0.079082,-0.00023746,0.0018514,0.2301,
-0.24654,0.038007,-0.078182,-0.00024426,0.0018356,0.2301,
-0.23409,0.023849,-0.074862,-0.00024343,0.0018297,0.23014,
-0.22223,0.0079407,-0.068974,-0.00025845,0.0018109,0.23014,
-0.20311,-0.0030734,-0.064827,-0.00026846,0.0017966,0.23012,
-0.17662,0.0014303,-0.066296,-0.00020993,0.001796,0.2301,
-0.15267,0.012646,-0.070793,-0.00025022,0.0017912,0.23008,
-0.13731,0.0097779,-0.072522,-0.00025594,0.0017915,0.2301,
-0.12414,-0.0090258,-0.07037,-0.00024211,0.0017828,0.23012,
-0.1054,-0.023212,-0.067094,-0.00023508,0.0017679,0.23012,
-0.084905,-0.020046,-0.062712,-0.00024605,0.0017811,0.23009,
-0.07138,-0.010387,-0.05517,-0.00022471,0.0018231,0.23008,
-0.063452,-0.0086946,-0.045197,-0.00024462,0.0018501,0.23007,
-0.052837,-0.013177,-0.034111,-0.00023031,0.0018592,0.23005,
-0.040564,-0.014966,-0.020476,-0.00024676,0.0018542,0.23003,
-0.035785,-0.013956,-0.0054582,-0.00023508,0.0018533,0.23001,
-0.036835,-0.013379,0.0037616,-0.00022161,0.0018804,0.23001,
-0.029232,-0.009123,0.0034592,-0.00024092,0.0018998,0.23003,
-0.0078618,0.00071497,0.00078769,-0.0002445,0.001887,0.23004,
0.014049,0.0038191,0.0039663,-0.00022185,0.0018634,0.23005,
0.025006,-0.010985,0.010645,-0.00025856,0.0018288,0.23003,
0.030259,-0.031486,0.013469,-0.00020409,0.0018296,0.23,
0.039814,-0.035025,0.01126,-0.00023949,0.0018548,0.23,
0.053925,-0.021462,0.0088248,-0.00021946,0.0018765,0.23,
0.066883,-0.012427,0.01364,-0.0002017,0.0018862,0.22997,
0.076162,-0.017894,0.035207,-0.00024581,0.001892,0.22997,
0.08424,-0.025407,0.072806,-0.00023866,0.0018985,0.22998,
0.09698,-0.024965,0.10195,-0.00023866,0.0018963,0.22997,
0.11933,-0.023552,0.095437,-0.00021446,0.0018574,0.22996,
0.14879,-0.02996,0.06158,-0.00023413,0.0018222,0.22995,
0.17714,-0.042175,0.035486,-0.00024617,0.0018177,0.22994,
0.20071,-0.054548,0.030661,-0.00022507,0.0018234,0.22995,
0.22223,-0.06456,0.030886,-0.00023746,0.0018154,0.22993,
0.24221,-0.069723,0.030544,-0.00022697,0.0017821,0.22992,
0.25795,-0.068287,0.045529,-0.00022244,0.0017582,0.22993,
0.27112,-0.064373,0.07814,-0.0002284,0.0017449,0.22992,
0.28508,-0.063815,0.1052,-0.00023353,0.0017385,0.22991,
0.29457,-0.065243,0.11044,-0.00020838,0.0017381,0.2299,
0.29097,-0.063054,0.10368,-0.00025403,0.0017501,0.2299,
0.27927,-0.057954,0.10056,-0.00023222,0.0017743,0.22987,
0.27571,-0.056911,0.1026,-0.00020719,0.0018023,0.22985,
0.2856,-0.062474,0.10448,-0.00024366,0.0018096,0.22986,
0.2966,-0.068208,0.1067,-0.00023603,0.0018169,0.22987,
0.29814,-0.067095,0.11236,-0.00022066,0.0018115,0.22988,
0.29566,-0.061064,0.11826,-0.00024819,0.0018085,0.22988,
0.29951,-0.057704,0.11743,-0.00022101,0.0018356,0.22989,
0.30786,-0.058085,0.10837,-0.00024986,0.0018618,0.22988,
0.3091,-0.054335,0.097007,-0.0002197,0.0018518,0.22988,
0.29906,-0.042415,0.090061,-0.00024283,0.0018494,0.22987,
0.28948,-0.030534,0.091417,-0.00026393,0.0018673,0.22987,
0.29566,-0.028351,0.10429,-0.00020874,0.0018687,0.22986,
0.31743,-0.033716,0.12914,-0.00026536,0.001863,0.22985,
0.33841,-0.038824,0.15695,-0.00025535,0.0018519,0.22985,
0.34591,-0.043478,0.17379,-0.00023413,0.0018231,0.22985,
0.34334,-0.050656,0.17699,-0.00025213,0.0018004,0.22983,
0.34008,-0.055252,0.17689,-0.00024986,0.0018041,0.22981,
0.34021,-0.052562,0.17698,-0.00024283,0.0018119,0.2298,
0.34606,-0.053023,0.16796,-0.00024724,0.001822,0.22978,
0.35968,-0.071088,0.15159,-0.00023949,0.001833,0.22977,
0.37453,-0.10189,0.15078,-0.00024688,0.0018435,0.22975,
0.37857,-0.12516,0.17852,-0.0002588,0.0018405,0.22975,
0.371,-0.13068,0.21565,-0.000247,0.0018238,0.22975,
0.36307,-0.12526,0.23824,-0.00023782,0.0018162,0.22975,
0.35943,-0.11679,0.24798,-0.00025606,0.0018286,0.22975,
0.35376,-0.10618,0.25578,-0.00025427,0.0018221,0.22976,
